epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
399,122108,0.95361,0.73097,1.10744,0.86793,0.76444,0.8589,0.63725,0.81475,0.54131,1.05112,0.00185571,0.000618571,0.00185571,0.000618571,0.00185571,0.000618571,0.00185571,0.000618571
400,122415,0.95381,0.72795,1.10691,0.86678,0.76543,0.85886,0.63747,0.81493,0.54056,1.05142,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
401,122727,0.95283,0.7262,1.10524,0.86693,0.76489,0.85891,0.63752,0.81509,0.54017,1.05188,0.00171429,0.000571429,0.00171429,0.000571429,0.00171429,0.000571429,0.00171429,0.000571429
402,123037,0.95115,0.72643,1.10556,0.86721,0.76641,0.85937,0.63765,0.81496,0.53978,1.05193,0.00164357,0.000547857,0.00164357,0.000547857,0.00164357,0.000547857,0.00164357,0.000547857
403,123345,0.9497,0.72355,1.10366,0.86708,0.76593,0.85948,0.63787,0.81489,0.53916,1.05196,0.00157286,0.000524286,0.00157286,0.000524286,0.00157286,0.000524286,0.00157286,0.000524286
404,123651,0.94799,0.72313,1.10183,0.86716,0.76636,0.85997,0.63799,0.81498,0.53851,1.05183,0.00150214,0.000500714,0.00150214,0.000500714,0.00150214,0.000500714,0.00150214,0.000500714
405,123956,0.94573,0.72025,1.1008,0.86856,0.76499,0.85999,0.63787,0.81489,0.53805,1.05167,0.00143143,0.000477143,0.00143143,0.000477143,0.00143143,0.000477143,0.00143143,0.000477143
406,124259,0.94303,0.71929,1.10101,0.86722,0.76693,0.86001,0.63795,0.81476,0.53765,1.05155,0.00136071,0.000453571,0.00136071,0.000453571,0.00136071,0.000453571,0.00136071,0.000453571
407,124577,0.9396,0.71604,1.10027,0.86717,0.76661,0.8601,0.63803,0.8148,0.53728,1.05174,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
408,124896,0.94243,0.71456,1.10045,0.86549,0.76788,0.86007,0.63825,0.81519,0.537,1.05231,0.00121929,0.000406429,0.00121929,0.000406429,0.00121929,0.000406429,0.00121929,0.000406429
409,125350,0.94014,0.71277,1.0984,0.86707,0.76648,0.86004,0.63803,0.81495,0.53701,1.05198,0.00114857,0.000382857,0.00114857,0.000382857,0.00114857,0.000382857,0.00114857,0.000382857
410,125983,0.93704,0.71014,1.09757,0.86521,0.76775,0.86002,0.63797,0.81537,0.53686,1.05219,0.00107786,0.000359286,0.00107786,0.000359286,0.00107786,0.000359286,0.00107786,0.000359286
411,126301,0.90294,0.63793,1.06502,0.86447,0.76902,0.86028,0.6384,0.81486,0.5364,1.0517,0.00100714,0.000335714,0.00100714,0.000335714,0.00100714,0.000335714,0.00100714,0.000335714
412,126600,0.89262,0.62726,1.05805,0.86607,0.76856,0.86043,0.63881,0.81478,0.53571,1.05135,0.000936429,0.000312143,0.000936429,0.000312143,0.000936429,0.000312143,0.000936429,0.000312143
413,126899,0.88959,0.62083,1.05462,0.86723,0.76861,0.86067,0.63912,0.81421,0.53462,1.05073,0.000865714,0.000288571,0.000865714,0.000288571,0.000865714,0.000288571,0.000865714,0.000288571
414,127203,0.88683,0.61753,1.05498,0.87009,0.76683,0.86092,0.63943,0.81357,0.53398,1.05019,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
415,127504,0.88228,0.6151,1.05228,0.86999,0.76838,0.8613,0.63989,0.81314,0.53364,1.04974,0.000724286,0.000241429,0.000724286,0.000241429,0.000724286,0.000241429,0.000724286,0.000241429
416,127816,0.88063,0.61232,1.05051,0.87193,0.76562,0.86118,0.63974,0.81211,0.53311,1.04886,0.000653571,0.000217857,0.000653571,0.000217857,0.000653571,0.000217857,0.000653571,0.000217857
417,128124,0.87765,0.60817,1.04978,0.87077,0.76749,0.8612,0.63989,0.81169,0.53284,1.04839,0.000582857,0.000194286,0.000582857,0.000194286,0.000582857,0.000194286,0.000582857,0.000194286
418,128440,0.87515,0.6059,1.04688,0.86989,0.76747,0.86133,0.64031,0.81151,0.53245,1.04806,0.000512143,0.000170714,0.000512143,0.000170714,0.000512143,0.000170714,0.000512143,0.000170714
419,128749,0.87243,0.60088,1.04612,0.8713,0.76745,0.86167,0.64004,0.81165,0.53185,1.04828,0.000441429,0.000147143,0.000441429,0.000147143,0.000441429,0.000147143,0.000441429,0.000147143
420,129058,0.86922,0.59947,1.04574,0.87349,0.76707,0.86212,0.64028,0.81175,0.53168,1.04847,0.000370714,0.000123571,0.000370714,0.000123571,0.000370714,0.000123571,0.000370714,0.000123571
